"full_name","spkid","orbit_id","a","e","i","q","ad","om","w","ma","n","tp","neo","pha"
"504711 (2009 SP171)",20504711,"JPL 72",1.356,0.3558,25.62,0.873,1.84,223.08,285.21,79.69,0.6244,2460472.87,Y,N
"504800 (2010 CO1)",20504800,"JPL 33",1.013,0.2179,24.02,0.792,1.23,351.56,252.71,78.84,0.9671,2460518.98,Y,Y
"505019 (2011 QH21)",20505019,"JPL 37",1.308,0.2334,22.84,1.002,1.61,241.27,269.42,118.14,0.6591,2460421.25,Y,N
"505178 (2012 TV78)",20505178,"JPL 80",1.816,0.5488,7.47,0.819,2.81,251.75,244.94,268.57,0.4028,2460827.48,Y,Y
"505657 (2014 SR339)",20505657,"JPL 198",1.299,0.3038,29.79,0.905,1.69,138.74,299.64,217.16,0.6654,2460815.18,Y,Y
"506074 Svarog (2015 UM67)",20506074,"JPL 93",1.558,0.6874,6.01,0.487,2.63,150.02,132.27,247.70,0.5069,2460822.02,Y,Y
"506437 (2000 WL10)",20506437,"JPL 32",3.138,0.7177,10.26,0.886,5.39,252.01,115.31,108.03,0.1773,2459991.06,Y,N
"506459 (2002 AL14)",20506459,"JPL 452",1.038,0.1261,23.00,0.907,1.17,128.49,226.08,331.70,0.9323,2460630.86,Y,N
"506491 (2003 UW29)",20506491,"JPL 29",1.17,0.8386,3.76,0.189,2.15,196.48,55.27,255.96,0.7792,2460734.02,Y,Y
"506590 (2005 XB1)",20506590,"JPL 32",1.131,0.4187,8.71,0.658,1.61,73.31,232.93,323.99,0.8189,2460644.47,Y,N
"506732 (2006 VW2)",20506732,"JPL 42",1.236,0.2944,10.05,0.872,1.60,229.77,299.68,290.05,0.7173,2460698.02,Y,Y
"506859 (2007 VW137)",20506859,"JPL 57",2.236,0.7348,5.83,0.593,3.88,297.40,247.48,351.64,0.2947,2460628.88,Y,Y
"507355 (2011 VV5)",20507355,"JPL 40",1.308,0.6928,25.32,0.402,2.21,277.36,7.13,282.22,0.659,2460718.53,Y,N
"507716 (2013 UP8)",20507716,"JPL 42",2.535,0.6191,47.83,0.966,4.10,55.16,187.36,318.58,0.2442,2460770.11,Y,Y
"508772 (1998 WP7)",20508772,"JPL 44",1.225,0.4327,21.97,0.695,1.76,230.73,65.47,98.36,0.7268,2460465.17,Y,N
"508774 (1999 JE1)",20508774,"JPL 43",1.323,0.7017,20.91,0.395,2.25,53.06,302.74,214.12,0.6475,2460825.80,Y,Y
"508786 (2000 BL19)",20508786,"JPL 37",2.742,0.6359,14.61,0.998,4.49,311.52,244.54,153.45,0.2171,2459893.56,Y,N
"508871 (2003 CN17)",20508871,"JPL 94",1.847,0.5181,32.05,0.890,2.80,330.76,265.65,205.69,0.3928,2460993.34,Y,N
"508912 (2004 BB)",20508912,"JPL 46",1.981,0.5191,24.47,0.953,3.01,129.36,58.16,128.54,0.3535,2460236.86,Y,N
"508918 (2004 BG86)",20508918,"JPL 30",1.352,0.6133,36.17,0.523,2.18,146.65,123.40,18.56,0.6267,2460570.88,Y,N
"508967 (2004 VC17)",20508967,"JPL 56",1.895,0.8109,20.40,0.358,3.43,229.17,65.16,247.56,0.3778,2460898.12,Y,Y
"508997 (2005 FL4)",20508997,"JPL 38",2.677,0.7136,28.87,0.767,4.59,66.40,177.89,170.04,0.225,2459844.78,Y,N
"509073 (2005 UM5)",20509073,"JPL 32",1.211,0.5524,3.22,0.542,1.88,84.88,170.60,174.14,0.7397,2460365.08,Y,N
"509191 (2006 OC5)",20509191,"JPL 45",2.402,0.6521,4.74,0.836,3.97,149.09,245.80,305.36,0.2648,2460806.82,Y,Y
"509456 (2007 LF)",20509456,"JPL 45",1.682,0.4198,6.99,0.976,2.39,239.39,333.92,359.45,0.4516,2460601.71,Y,Y
"509520 (2007 WB)",20509520,"JPL 57",1.669,0.7096,13.73,0.485,2.85,83.04,203.75,351.59,0.4571,2460618.91,Y,N
"509523 (2007 XP3)",20509523,"JPL 34",2.246,0.8868,13.13,0.254,4.24,94.71,214.29,24.21,0.2928,2460517.81,Y,N
"509821 (2008 WQ63)",20509821,"JPL 34",1.734,0.6071,0.92,0.681,2.79,317.08,229.02,308.58,0.4316,2460719.63,Y,Y
"509935 (2009 QL8)",20509935,"JPL 65",1.931,0.5409,4.24,0.887,2.98,84.47,339.66,202.68,0.3672,2461028.86,Y,Y
"510055 (2010 FH81)",20510055,"JPL 35",1.226,0.2105,16.80,0.968,1.48,84.60,158.31,223.80,0.7264,2460788.00,Y,Y
"510073 (2010 JF88)",20510073,"JPL 58",2.233,0.6581,17.31,0.763,3.70,115.62,212.14,89.36,0.2954,2460297.98,Y,N
"510160 (2010 XO56)",20510160,"JPL 40",1.117,0.1117,40.58,0.992,1.24,272.81,252.78,202.11,0.8351,2460789.58,Y,N
"510190 (2011 CX7)",20510190,"JPL 51",1.299,0.3227,10.53,0.880,1.72,107.00,194.48,297.32,0.6657,2460694.66,Y,N
"510238 (2011 FC29)",20510238,"JPL 35",1.121,0.4409,6.69,0.627,1.62,21.77,358.02,304.26,0.8299,2460667.67,Y,N
"510262 (2011 HJ61)",20510262,"JPL 53",1.484,0.4178,21.08,0.864,2.10,216.04,191.04,322.73,0.5453,2460668.84,Y,N
"510529 (2012 EY11)",20510529,"JPL 44",1.148,0.1508,9.02,0.975,1.32,167.58,238.88,185.06,0.8009,2460818.94,Y,Y
"511008 (2013 PX6)",20511008,"JPL 65",2.597,0.6515,13.66,0.905,4.29,187.37,229.70,225.56,0.2355,2461171.40,Y,Y
"511137 (2013 XM24)",20511137,"JPL 54",1.667,0.4245,38.36,0.959,2.38,99.41,118.26,305.56,0.4578,2460719.41,Y,N
"511600 (2015 AZ245)",20511600,"JPL 24",1.858,0.7324,68.98,0.497,3.22,252.28,357.98,200.50,0.3893,2461010.25,Y,N
"511684 (2015 BN509)",20511684,"JPL 134",1.007,0.5685,4.15,0.434,1.58,120.08,143.20,166.20,0.9756,2460430.15,Y,Y
"511777 (2015 EZ)",20511777,"JPL 139",1.364,0.2838,13.21,0.977,1.75,185.40,65.21,316.62,0.6187,2460670.62,Y,N
"511808 (2015 FH120)",20511808,"JPL 73",2.038,0.6097,11.10,0.795,3.28,71.43,15.44,120.78,0.3388,2460244.01,Y,N
"512244 (2015 YE18)",20512244,"JPL 62",1.037,0.5409,31.03,0.476,1.60,256.71,80.59,228.02,0.9329,2460741.97,Y,N
"513125 (1997 GC32)",20513125,"JPL 122",2.031,0.6533,5.92,0.704,3.36,177.17,150.18,153.01,0.3405,2460151.11,Y,N
"513126 (1998 QP)",20513126,"JPL 34",1.786,0.5826,9.35,0.745,2.83,326.43,78.46,325.88,0.4131,2460683.10,Y,Y
"513138 (2002 CY58)",20513138,"JPL 27",1.366,0.3845,8.29,0.841,1.89,341.56,40.02,148.51,0.6171,2460359.83,Y,N
"513165 (2004 CK39)",20513165,"JPL 48",2.29,0.8321,12.25,0.385,4.20,355.81,268.82,316.98,0.2844,2460751.79,Y,N
"513181 (2005 BS27)",20513181,"JPL 38",1.117,0.3854,16.70,0.686,1.55,324.11,48.81,327.21,0.835,2460639.77,Y,N
"513312 (2007 DM41)",20513312,"JPL 47",1.181,0.5278,2.26,0.558,1.80,1.70,274.49,211.78,0.7676,2460793.60,Y,Y
"513358 (2008 CA5)",20513358,"JPL 26",1.869,0.5946,25.01,0.758,2.98,331.37,273.11,166.96,0.3859,2460167.81,Y,N
"513472 (2009 CS5)",20513472,"JPL 30",1.474,0.6570,30.11,0.506,2.44,320.45,316.70,202.87,0.5505,2460885.93,Y,N
"513489 (2009 EV)",20513489,"JPL 28",1.728,0.5235,17.00,0.824,2.63,138.55,250.28,25.45,0.4337,2460541.83,Y,Y
"513529 (2010 CR1)",20513529,"JPL 40",1.371,0.7335,25.75,0.366,2.38,312.97,70.72,93.45,0.6137,2460448.21,Y,N
"514150 (2015 KJ57)",20514150,"JPL 52",1.559,0.4039,2.63,0.929,2.19,14.40,336.45,239.72,0.5064,2460838.05,Y,Y
"514568 (1994 RC)",20514568,"JPL 26",2.264,0.6036,4.76,0.897,3.63,344.25,286.54,313.52,0.2894,2460761.12,Y,Y
"514596 (2003 FG)",20514596,"JPL 64",1.241,0.7150,15.66,0.354,2.13,6.98,312.92,166.36,0.7125,2460367.02,Y,Y
"514597 (2003 MD7)",20514597,"JPL 35",1.467,0.5945,5.79,0.595,2.34,200.46,185.33,312.41,0.5546,2460686.32,Y,N
"514914 (2008 TN26)",20514914,"JPL 26",1.824,0.6338,9.42,0.668,2.98,253.57,22.40,212.43,0.4001,2460969.32,Y,N
"515010 (2009 SK2)",20515010,"JPL 35",1.719,0.4719,38.23,0.908,2.53,23.92,257.11,295.86,0.4373,2460747.18,Y,N
"515049 (2010 FL)",20515049,"JPL 43",1.919,0.6555,11.40,0.661,3.18,66.61,214.09,144.12,0.3707,2460211.74,Y,N
"515639 (2014 MK27)",20515639,"JPL 24",1.039,0.3392,8.48,0.687,1.39,69.53,349.46,159.15,0.9303,2460429.44,Y,N
"515767 (2015 JA2)",20515767,"JPL 49",1.034,0.3491,16.42,0.673,1.39,126.60,246.26,233.79,0.9376,2460735.11,Y,Y
"516154 (2016 CL32)",20516154,"JPL 71",1.543,0.4601,12.21,0.833,2.25,123.49,292.95,214.31,0.5141,2460883.91,Y,Y
"516155 (2016 DP)",20516155,"JPL 93",1.023,0.4771,13.33,0.535,1.51,54.36,254.01,32.94,0.9531,2460565.94,Y,Y
"516454 (2005 FN4)",20516454,"JPL 45",2.662,0.7640,29.33,0.628,4.70,190.45,105.69,160.01,0.2269,2459895.35,Y,N
"516734 (2009 FG1)",20516734,"JPL 42",1.194,0.2721,69.82,0.869,1.52,5.03,11.67,129.55,0.7557,2460429.06,Y,N
"516803 (2010 JG88)",20516803,"JPL 52",1.374,0.3844,30.61,0.846,1.90,213.35,106.06,299.78,0.6121,2460698.88,Y,N
"516984 (2012 PN28)",20516984,"JPL 53",1.78,0.5316,24.48,0.834,2.73,319.04,174.91,270.11,0.4149,2460817.12,Y,N
"517046 (2013 AA53)",20517046,"JPL 28",1.283,0.6672,27.87,0.427,2.14,98.35,195.94,132.98,0.6786,2460404.54,Y,N
"517103 (2013 EM20)",20517103,"JPL 63",1.371,0.3179,8.36,0.935,1.81,73.88,350.16,157.18,0.6138,2460344.41,Y,Y
"517681 (2015 DE198)",20517681,"JPL 135",2.063,0.5832,12.26,0.860,3.27,33.23,218.11,50.47,0.3327,2460448.78,Y,Y
"517829 (2015 RL82)",20517829,"JPL 66",2.134,0.6144,8.53,0.823,3.45,81.02,167.52,16.48,0.3161,2460548.35,Y,N
"518440 (2004 CL1)",20518440,"JPL 22",1.979,0.5349,15.17,0.920,3.04,3.17,187.60,138.72,0.3541,2460208.81,Y,N
"518507 (2006 EE1)",20518507,"JPL 67",1.203,0.2764,36.40,0.870,1.54,154.21,278.02,93.57,0.7473,2460475.30,Y,N
"518638 (2008 JP14)",20518638,"JPL 69",1.854,0.6187,10.71,0.707,3.00,129.02,206.45,150.81,0.3904,2460214.22,Y,N
"518640 (2008 KZ5)",20518640,"JPL 136",1.844,0.4545,8.36,1.006,2.68,142.55,194.42,160.69,0.3937,2460192.37,Y,Y
"518678 (2008 UZ94)",20518678,"JPL 94",2.191,0.5725,30.25,0.937,3.45,248.22,159.72,322.94,0.3039,2460722.47,Y,Y
"518735 (2009 JL1)",20518735,"JPL 53",1.18,0.1706,11.51,0.979,1.38,69.51,289.60,263.53,0.7689,2460725.96,Y,N
"518737 (2009 OO9)",20518737,"JPL 56",1.624,0.8120,13.60,0.305,2.94,134.94,322.21,102.92,0.4762,2460384.36,Y,N
"518810 (2010 CF19)",20518810,"JPL 46",1.193,0.2700,7.18,0.871,1.52,154.71,265.31,142.87,0.7563,2460411.58,Y,Y
"518847 (2010 DM)",20518847,"JPL 40",2.081,0.8399,5.00,0.333,3.83,140.75,221.04,8.79,0.3284,2460573.75,Y,Y
"519354 (2011 KR12)",20519354,"JPL 59",1.008,0.3804,7.42,0.624,1.39,20.27,1.53,354.70,0.9742,2460605.94,Y,N
"519824 (2013 JY35)",20519824,"JPL 27",1.386,0.6689,30.63,0.459,2.31,226.59,222.83,50.83,0.604,2460516.35,Y,N
"520808 (2014 TF64)",20520808,"JPL 52",1.613,0.4179,52.68,0.939,2.29,217.97,114.25,348.53,0.481,2460624.35,Y,N
"523585 (1998 MW5)",20523585,"JPL 81",1.023,0.3629,6.29,0.652,1.39,80.12,26.89,296.10,0.9519,2460667.63,Y,N
"523589 (2001 HA4)",20523589,"JPL 66",2.69,0.7934,17.18,0.556,4.82,354.01,95.66,134.96,0.2234,2459996.31,Y,Y
"523590 (2001 QC96)",20523590,"JPL 50",1.335,0.3796,20.59,0.828,1.84,142.94,277.47,306.62,0.6386,2460684.09,Y,N
"523598 (2003 ED50)",20523598,"JPL 31",1.416,0.5470,33.72,0.642,2.19,173.48,94.01,258.77,0.5848,2460773.62,Y,Y
"523600 (2003 RC2)",20523600,"JPL 48",1.525,0.3712,42.32,0.959,2.09,165.63,273.14,29.53,0.5234,2460544.08,Y,N
"523603 (2004 QJ7)",20523603,"JPL 150",1.444,0.3301,14.51,0.967,1.92,25.53,63.58,136.66,0.5682,2460359.97,Y,N
"523606 (2005 CJ)",20523606,"JPL 55",1.75,0.5256,1.08,0.830,2.67,357.82,81.99,203.33,0.4259,2460968.36,Y,Y
"523609 (2005 PJ2)",20523609,"JPL 40",1.198,0.6594,17.42,0.408,1.99,326.43,128.89,169.53,0.7515,2460374.91,Y,Y
"523614 (2006 TH7)",20523614,"JPL 35",2.506,0.8379,18.94,0.406,4.61,161.37,338.28,159.52,0.2485,2459958.57,Y,N
"523616 (2007 LC15)",20523616,"JPL 34",1.313,0.7384,28.38,0.344,2.28,107.06,341.19,214.44,0.6549,2460822.77,Y,N
"523619 (2007 RX19)",20523619,"JPL 76",1.956,0.5329,40.47,0.913,3.00,349.44,97.08,46.86,0.3603,2460470.45,Y,N
"523623 (2008 CB22)",20523623,"JPL 38",2.365,0.6533,7.27,0.820,3.91,51.17,33.42,227.64,0.271,2461089.00,Y,Y
"523625 (2008 DG17)",20523625,"JPL 45",1.837,0.4503,41.10,1.010,2.66,324.36,215.08,233.94,0.396,2460918.88,Y,N
"523630 (2009 OG)",20523630,"JPL 65",2.706,0.8586,48.39,0.383,5.03,309.33,114.20,137.74,0.2214,2459978.51,Y,Y
"523631 (2009 SX1)",20523631,"JPL 113",1.722,0.4471,8.29,0.952,2.49,335.01,115.39,208.41,0.4361,2460948.12,Y,N
"523636 (2010 EX119)",20523636,"JPL 34",1.905,0.5946,15.55,0.772,3.04,211.82,22.34,174.41,0.3749,2460135.31,Y,N
"523637 (2010 LT108)",20523637,"JPL 32",1.349,0.3708,31.87,0.849,1.85,161.12,9.50,105.28,0.6288,2460433.07,Y,N
"523638 (2010 MQ1)",20523638,"JPL 18",1.938,0.5080,37.34,0.953,2.92,284.41,285.56,137.75,0.3654,2460223.46,Y,N
"523641 (2010 RO82)",20523641,"JPL 150",2.511,0.6076,18.09,0.985,4.04,21.19,66.52,158.02,0.2477,2459962.58,Y,N
"523650 (2011 GQ61)",20523650,"JPL 32",1.59,0.4121,65.16,0.935,2.25,333.51,155.09,279.23,0.4915,2460764.82,Y,Y
"523654 (2011 SR5)",20523654,"JPL 26",1.178,0.7057,29.13,0.347,2.01,180.10,305.55,36.93,0.7707,2460552.58,Y,Y
"523656 (2011 WO4)",20523656,"JPL 30",1.738,0.4977,60.94,0.873,2.60,225.18,235.99,206.67,0.4303,2460956.82,Y,Y
"523662 (2012 MU2)",20523662,"JPL 60",2.055,0.5138,11.22,0.999,3.11,250.30,16.60,64.04,0.3345,2460409.06,Y,Y
"523685 (2014 DN112)",20523685,"JPL 43",1.848,0.4939,4.30,0.935,2.76,260.18,145.91,143.77,0.3922,2460233.93,Y,Y
"523728 (2014 ON344)",20523728,"JPL 25",1.004,0.3418,25.69,0.661,1.35,127.06,335.89,289.04,0.9802,2460672.89,Y,N
"523732 (2014 PG51)",20523732,"JPL 47",1.206,0.4528,3.79,0.660,1.75,275.74,294.16,311.74,0.7444,2460665.33,Y,Y
"523747 (2014 US192)",20523747,"JPL 39",2.205,0.7584,14.65,0.533,3.88,175.01,340.62,350.93,0.301,2460630.63,Y,N
"523775 (2014 YB35)",20523775,"JPL 82",1.877,0.4833,12.64,0.970,2.78,3.72,188.64,256.67,0.3833,2460870.08,Y,Y
"523788 (2015 FP118)",20523788,"JPL 104",2.121,0.5497,2.68,0.955,3.29,201.34,108.16,1.51,0.3191,2460595.77,Y,Y
"523792 (2015 MR101)",20523792,"JPL 29",1.336,0.5223,32.14,0.638,2.03,274.91,188.89,226.28,0.6385,2460809.92,Y,N
"523796 (2016 LE51)",20523796,"JPL 18",1.096,0.6614,30.94,0.371,1.82,91.86,342.84,285.12,0.8594,2460687.63,Y,N
"523804 (2000 YF29)",20523804,"JPL 99",1.492,0.3713,6.30,0.938,2.05,124.74,28.10,355.90,0.5407,2460608.07,Y,Y
"523807 (2003 LG)",20523807,"JPL 33",1.912,0.7352,11.89,0.506,3.32,124.45,18.87,51.16,0.3728,2460463.25,Y,N
"523809 (2007 TV18)",20523809,"JPL 34",1.238,0.3482,0.93,0.807,1.67,353.22,289.38,183.54,0.7151,2460847.26,Y,N
"523810 (2008 RG98)",20523810,"JPL 89",2.191,0.7677,10.73,0.509,3.87,340.04,168.52,297.72,0.304,2460805.39,Y,N
"523813 (2008 VB1)",20523813,"JPL 47",1.278,0.2751,10.32,0.926,1.63,50.35,136.98,264.03,0.6821,2460741.19,Y,Y
"523814 (2008 WN2)",20523814,"JPL 64",1.418,0.3118,3.75,0.976,1.86,227.09,283.40,95.98,0.5837,2460436.08,Y,Y
"523816 (2009 ST103)",20523816,"JPL 43",2.701,0.7184,15.74,0.760,4.64,226.45,234.66,126.30,0.2221,2460031.80,Y,Y
"523820 (2011 GN44)",20523820,"JPL 34",2.245,0.5976,55.01,0.903,3.59,16.93,319.39,307.31,0.293,2460780.32,Y,Y
"523822 (2012 DG61)",20523822,"JPL 62",3.257,0.7369,15.31,0.857,5.66,69.97,186.15,31.83,0.1677,2460410.69,Y,N
"523828 (1992 BC)",20523828,"JPL 59",1.422,0.3523,14.34,0.921,1.92,123.30,77.31,72.64,0.5815,2460475.60,Y,N
"523915 (1997 VM4)",20523915,"JPL 46",2.608,0.8164,14.46,0.479,4.74,44.52,125.96,102.83,0.234,2460161.08,Y,N
"523934 (1998 FF14)",20523934,"JPL 38",1.253,0.3123,38.69,0.862,1.64,359.83,301.12,251.74,0.7025,2460754.62,Y,Y
"523941 (1998 HK49)",20523941,"JPL 51",1.382,0.3315,7.62,0.924,1.84,57.21,81.58,152.04,0.6067,2460349.90,Y,N
"523971 (1999 AJ39)",20523971,"JPL 30",1.158,0.2770,10.09,0.837,1.48,298.48,1.66,57.18,0.7907,2460528.19,Y,N
"523972 (1999 CW8)",20523972,"JPL 47",2.237,0.5984,33.61,0.899,3.58,316.85,262.21,223.37,0.2945,2461064.38,Y,N
"524268 (2001 TO48)",20524268,"JPL 39",1.873,0.5411,6.84,0.860,2.89,140.41,151.83,19.16,0.3845,2460550.67,Y,N
"524392 (2002 AU5)",20524392,"JPL 72",2.02,0.7542,9.18,0.497,3.54,354.71,21.66,358.17,0.3432,2460605.83,Y,N
"524459 (2002 GA)",20524459,"JPL 55",2.004,0.5169,12.66,0.968,3.04,47.42,112.73,349.49,0.3475,2460630.74,Y,N
"524475 (2002 KJ4)",20524475,"JPL 33",2.271,0.5570,27.92,1.006,3.54,75.52,155.48,207.24,0.288,2461130.85,Y,Y
"524530 (2002 XC91)",20524530,"JPL 49",1.477,0.5898,10.79,0.606,2.35,102.38,225.68,130.01,0.5492,2460363.75,Y,N
"524594 (2003 NW1)",20524594,"JPL 78",2.424,0.6432,6.16,0.865,3.98,265.02,118.89,207.85,0.2611,2461183.14,Y,Y
"524603 (2003 QA31)",20524603,"JPL 59",1.737,0.5473,8.34,0.786,2.69,169.28,90.61,116.24,0.4306,2460330.56,Y,N
"525229 (2004 UU1)",20525229,"JPL 42",1.226,0.2732,29.97,0.891,1.56,217.76,113.63,295.27,0.726,2460689.65,Y,Y
"525231 (2004 VB)",20525231,"JPL 67",1.459,0.4090,10.86,0.862,2.06,52.35,71.61,77.99,0.5594,2460461.09,Y,Y
"525356 (2005 BG14)",20525356,"JPL 59",1.993,0.7275,21.68,0.543,3.44,94.91,281.04,24.82,0.3503,2460529.65,Y,Y
"525364 (2005 CL7)",20525364,"JPL 59",1.049,0.1005,31.28,0.944,1.15,136.58,201.45,280.06,0.9174,2460687.63,Y,N
"525477 (2005 FC3)",20525477,"JPL 80",1.973,0.5897,9.86,0.809,3.14,157.90,88.42,347.13,0.3556,2460636.70,Y,N
"525484 (2005 GL)",20525484,"JPL 32",1.056,0.3063,15.90,0.733,1.38,43.61,265.35,278.68,0.9079,2460690.06,Y,Y
"526670 (2006 UL217)",20526670,"JPL 49",1.43,0.3486,9.92,0.932,1.93,45.18,310.12,201.09,0.5763,2460876.26,Y,Y
"526825 (2007 CK26)",20526825,"JPL 74",1.796,0.4638,32.40,0.963,2.63,147.29,97.53,76.63,0.4095,2460413.37,Y,N
"526878 (2007 FE)",20526878,"JPL 42",1.794,0.4570,7.00,0.974,2.61,122.62,135.21,90.40,0.4103,2460380.15,Y,Y
"526898 (2007 HR)",20526898,"JPL 31",1.067,0.7416,11.97,0.276,1.86,32.71,13.11,71.33,0.8944,2460520.75,Y,N
"527715 (2007 YQ56)",20527715,"JPL 60",1.141,0.2881,26.45,0.812,1.47,276.00,273.09,213.19,0.8087,2460782.04,Y,Y
"527841 (2008 CR1)",20527841,"JPL 28",1.15,0.4621,45.77,0.618,1.68,315.50,339.70,79.93,0.7997,2460500.55,Y,N
"528284 (2008 SW11)",20528284,"JPL 45",1.135,0.4085,7.44,0.671,1.60,28.78,207.05,200.51,0.8155,2460796.08,Y,N
"528609 (2008 VU4)",20528609,"JPL 80",2.37,0.7743,11.97,0.535,4.21,290.90,23.47,145.82,0.2701,2460060.69,Y,N
"528650 (2008 WX32)",20528650,"JPL 41",2.219,0.5752,23.93,0.943,3.50,56.93,112.31,245.81,0.2981,2460983.58,Y,N
"528804 (2009 BJ58)",20528804,"JPL 41",1.849,0.7127,13.02,0.531,3.17,131.14,85.94,61.52,0.3919,2460443.52,Y,Y
"528857 (2009 CT)",20528857,"JPL 59",1.855,0.6392,3.84,0.669,3.04,275.63,337.85,46.19,0.39,2460482.06,Y,N
"528859 (2009 CR5)",20528859,"JPL 29",1.076,0.2624,5.05,0.793,1.36,316.70,321.34,258.77,0.8834,2460715.09,Y,N
"529366 (2009 WM1)",20529366,"JPL 46",1.181,0.1689,25.77,0.981,1.38,240.25,162.64,241.67,0.7684,2460754.49,Y,Y
"529450 (2010 AK)",20529450,"JPL 48",1.73,0.4679,11.06,0.920,2.54,293.44,70.85,234.07,0.4332,2460891.18,Y,N
"529668 (2010 JL33)",20529668,"JPL 100",2.677,0.7350,5.38,0.709,4.65,52.45,309.89,70.72,0.225,2460286.12,Y,Y
"529670 (2010 JT34)",20529670,"JPL 31",1.485,0.4030,44.43,0.886,2.08,58.66,326.48,240.19,0.5449,2460820.37,Y,N
"529718 (2010 KY127)",20529718,"JPL 33",2.49,0.8827,60.79,0.292,4.69,6.85,357.16,210.41,0.2508,2461197.00,Y,N
"529720 (2010 LM14)",20529720,"JPL 24",1.111,0.3794,25.92,0.689,1.53,176.64,187.94,32.21,0.8421,2460562.25,Y,N
"529819 (2010 PM58)",20529819,"JPL 19",1.371,0.4597,13.59,0.741,2.00,332.36,53.83,268.23,0.6137,2460750.04,Y,N
"529951 (2010 UD)",20529951,"JPL 37",1.098,0.2640,26.29,0.808,1.39,23.74,262.26,130.20,0.8569,2460448.55,Y,Y
"530085 (2010 XC11)",20530085,"JPL 39",2.519,0.8492,9.12,0.380,4.66,94.09,121.47,139.28,0.2466,2460035.67,Y,Y
"530151 (2011 AW55)",20530151,"JPL 24",1.105,0.5171,21.91,0.534,1.68,304.19,321.97,186.40,0.848,2460805.21,Y,N
"530520 (2011 LT17)",20530520,"JPL 30",1.1,0.2874,20.90,0.784,1.42,83.45,270.62,146.20,0.8546,2460429.43,Y,Y
"530871 (2011 WS2)",20530871,"JPL 37",1.009,0.7434,46.79,0.259,1.76,326.74,307.67,305.32,0.9718,2460656.77,Y,N
"530974 (2012 BN11)",20530974,"JPL 66",1.457,0.3950,4.36,0.882,2.03,153.71,69.77,39.68,0.5602,2460529.66,Y,Y
"531277 (2012 MM11)",20531277,"JPL 71",2.113,0.6479,3.18,0.744,3.48,245.42,124.24,341.40,0.3208,2460658.48,Y,Y
"531914 (2013 BW76)",20531914,"JPL 36",2.058,0.5337,40.36,0.960,3.16,58.22,0.56,350.41,0.3338,2460629.24,Y,Y
"533372 (2014 GG17)",20533372,"JPL 44",1.367,0.3525,39.15,0.885,1.85,195.28,239.58,297.85,0.6168,2460701.26,Y,Y
"533638 (2014 KT86)",20533638,"JPL 68",1.187,0.1677,22.46,0.988,1.39,69.05,288.98,292.45,0.7618,2460689.17,Y,N
"533671 (2014 LJ21)",20533671,"JPL 107",2.889,0.8956,24.28,0.302,5.48,126.58,302.90,51.35,0.2007,2460344.65,Y,Y
"533722 (2014 NE52)",20533722,"JPL 55",2.385,0.6585,3.86,0.815,3.96,54.52,337.61,256.99,0.2675,2460985.56,Y,Y
"534676 (2014 VK2)",20534676,"JPL 44",1.838,0.6036,16.39,0.728,2.95,63.31,232.01,23.47,0.3957,2460541.17,Y,N
"535844 (2015 BY310)",20535844,"JPL 123",1.587,0.4008,4.79,0.951,2.22,328.41,229.53,277.70,0.493,2460767.43,Y,Y
"536531 (2015 DV215)",20536531,"JPL 24",1.538,0.4027,13.20,0.919,2.16,13.92,41.37,73.05,0.5166,2460459.09,Y,Y
"537342 (2015 KN120)",20537342,"JPL 122",1.601,0.3909,18.56,0.975,2.23,189.70,127.09,196.04,0.4864,2460937.55,Y,N
"538085 (2016 BO1)",20538085,"JPL 35",1.873,0.5646,62.61,0.815,2.93,153.73,206.86,243.32,0.3845,2460903.93,Y,N
"538212 (2016 CA136)",20538212,"JPL 50",2.032,0.7812,1.26,0.444,3.62,239.74,125.01,18.73,0.3404,2460545.48,Y,Y
"538644 (2016 FA4)",20538644,"JPL 39",1.092,0.7934,16.21,0.226,1.96,53.63,281.74,105.85,0.8638,2460477.96,Y,N
"538648 (2016 FS6)",20538648,"JPL 23",1.299,0.7764,37.18,0.290,2.31,165.10,175.25,198.72,0.6658,2460842.75,Y,N
"539063 (2016 MK1)",20539063,"JPL 21",1.5,0.7160,10.78,0.426,2.57,178.30,240.70,94.81,0.5362,2460423.70,Y,Y
"539694 (2016 TE93)",20539694,"JPL 30",1.035,0.1757,22.73,0.853,1.22,214.23,353.26,38.69,0.9355,2460559.15,Y,N
"539856 (2017 EV2)",20539856,"JPL 68",1.01,0.5576,16.50,0.447,1.57,3.13,32.24,279.77,0.9708,2460683.14,Y,N
"543319 (2013 YE38)",20543319,"JPL 36",2.066,0.6244,34.17,0.776,3.36,79.60,281.84,251.36,0.3318,2460927.92,Y,N
"545274 (2011 FZ2)",20545274,"JPL 68",2.664,0.7839,13.31,0.576,4.75,98.91,216.37,1.32,0.2267,2460594.69,Y,N
"549328 (2011 GO27)",20549328,"JPL 90",1.855,0.4714,6.67,0.981,2.73,336.82,95.83,198.79,0.3901,2461013.78,Y,N
"549459 (2011 JX1)",20549459,"JPL 34",2.087,0.7394,23.92,0.544,3.63,130.61,221.89,150.54,0.327,2460140.06,Y,N
"549948 (2011 WL2)",20549948,"JPL 60",1.078,0.2834,14.13,0.772,1.38,212.91,88.85,275.83,0.8811,2460696.03,Y,Y
